Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDU04,OUT045,2090.092751135658
FDE35,OUT019,181.2131902778706
NCD31,OUT035,2630.982459678559
FDJ56,OUT035,1669.1804543735636
NCU53,OUT046,2701.523315809505
FDD39,OUT035,3446.8928146857065
NCU17,OUT019,377.3583843342167
FDJ20,OUT046,2019.703714182188
NCW41,OUT018,2304.330663894758
FDL52,OUT035,766.4259811223639
FDS39,OUT035,2168.2283825679788
DRJ47,OUT045,2893.8005924161653
FDP13,OUT010,69.55076622621625
DRK39,OUT010,416.7357767225582
FDF28,OUT010,421.4632404042411
FDB09,OUT045,2081.2367108418634
FDM51,OUT046,1649.6859888075267
DRM49,OUT018,656.8381708309288
DRF23,OUT013,2893.8005924161653
DRH01,OUT035,2913.295057982202
FDH12,OUT027,2625.8294903024207
FDA28,OUT019,403.2754726385747
FDW37,OUT018,1252.9810732803064
FDF02,OUT046,1649.6859888075267
DRL37,OUT046,746.931515556327
NCF43,OUT046,2139.8778767081476
FDH08,OUT010,630.7687584133735
FDR34,OUT019,894.0860235397043
NCK19,OUT049,3143.6336271380264
NCD55,OUT018,588.9244414370611
FDT27,OUT049,3823.0887809857136
FDQ57,OUT045,2436.98720489049
FDA47,OUT035,2622.126419384764
DRG15,OUT027,1791.3855791631986
FDE05,OUT018,2233.817924870592
FDN46,OUT046,1649.6859888075267
FDX27,OUT027,2483.782734537377
FDT51,OUT045,1736.7373254649983
FDU33,OUT013,759.1162005530146
FDJ16,OUT027,1706.0697019231056
FDD20,OUT019,403.2754726385747
FDT36,OUT049,734.2402486231003
DRF15,OUT027,3733.2266788133475
FDN52,OUT010,407.64656973652495
FDC22,OUT027,5065.59197909745
FDX15,OUT045,2258.78788565486
FDT13,OUT013,3152.489667431821
FDU04,OUT017,2090.092751135658
FDU31,OUT019,568.3816517031971
FDW59,OUT027,2264.5464577721277
NCO29,OUT046,2701.523315809505
FDL15,OUT035,2456.4816704565264
FDI41,OUT049,2436.98720489049
FDQ48,OUT049,1658.5420291013213
DRI39,OUT013,944.493544286529
FDI08,OUT013,3999.0999164963287
FDC21,OUT049,1727.8812851712037
FDF58,OUT035,988.2260235182043
FDS08,OUT010,454.5076237608313
FDE47,OUT045,2081.2367108418634
NCP18,OUT019,407.4735658353978
NCR41,OUT013,1546.2439349881388
FDA27,OUT013,3971.5906153757937
FDA43,OUT035,3163.128092704063
FDA49,OUT045,1382.0228225538744
NCE55,OUT018,2636.097103795438
DRM49,OUT027,1218.580337966426
FDF22,OUT027,5413.785027688866
FDQ15,OUT018,1128.5819777273598
NCS54,OUT017,2902.65663270996
NCY05,OUT013,734.2402486231003
FDR45,OUT046,5465.913201685228
FDK57,OUT049,2081.2367108418634
FDF41,OUT010,749.7460563163011
FDV21,OUT046,2090.092751135658
FDD51,OUT046,814.8452449501947
FDF33,OUT046,1658.5420291013213
FDA38,OUT046,3939.3368412068594
FDR56,OUT045,3143.6336271380264
NCN41,OUT017,2081.2367108418634
FDC60,OUT027,2255.690417478333
FDB47,OUT045,3477.0961747105284
DRH01,OUT013,2893.8005924161653
FDW08,OUT046,1649.6859888075267
FDF38,OUT027,1133.0056730115796
FDY32,OUT017,2602.6319538187277
FDG34,OUT049,1649.6859888075267
FDG47,OUT019,733.9638701595627
NCF18,OUT035,3163.128092704063
FDL39,OUT019,294.9121589100622
NCH55,OUT035,2100.7311764079
DRJ35,OUT049,968.7315579521675
FDS44,OUT035,3964.222073874595
DRE01,OUT018,3529.034260331546
FDY39,OUT013,3143.6336271380264
FDY32,OUT018,2399.4626737988297
FDR33,OUT027,2749.514119564953
NCP50,OUT049,1353.481299004109
FDZ47,OUT018,1414.2446257174931
FDU57,OUT049,2436.98720489049
FDY44,OUT013,3143.6336271380264
DRH59,OUT018,902.2247331382455
FDB03,OUT027,5980.2007109832675
FDY46,OUT045,3143.6336271380264
FDM39,OUT045,2933.5696478719133
FDY36,OUT035,1215.4235672000086
NCM55,OUT035,3163.128092704063
FDJ50,OUT010,181.03452362253418
DRL60,OUT013,2436.98720489049
NCJ54,OUT049,3823.0887809857136
FDX59,OUT017,734.2402486231003
FDI07,OUT013,3152.489667431821
DRF51,OUT010,69.55076622621625
FDM14,OUT017,1658.5420291013213
FDP21,OUT045,3143.6336271380264
FDE40,OUT035,1039.5954409247788
FDE05,OUT035,2456.4816704565264
FDM13,OUT027,3211.7517897844027
FDC34,OUT027,3794.883377543719
NCI55,OUT018,1886.9234711157574
NCE43,OUT018,2572.4979870901707
FDW58,OUT018,1439.001958322382
FDG60,OUT045,3856.722037451801
FDV31,OUT017,2893.8005924161653
FDR47,OUT013,3143.6336271380264
FDM60,OUT019,69.55076622621625
NCF06,OUT018,3248.803023191682
NCN26,OUT027,3028.6204598499216
FDQ59,OUT049,1382.0228225538744
FDF09,OUT046,743.096288916895
NCS06,OUT017,4030.484082126021
FDT44,OUT046,1906.949908199585
FDI19,OUT017,3939.3368412068594
FDT22,OUT017,959.8755176583728
NCF54,OUT027,4634.488179458764
DRG25,OUT045,3528.1575299314436
FDB59,OUT017,3152.489667431821
FDQ37,OUT017,3801.4577982923165
FDP56,OUT035,834.3397105162315
FDW44,OUT035,2913.295057982202
FDJ26,OUT010,546.2631176843612
FDU43,OUT018,3054.171564221914
FDW33,OUT045,1649.6859888075267
NCX53,OUT027,3220.6078300781974
FDN56,OUT010,407.4735658353978
DRF15,OUT049,2436.98720489049
FDO33,OUT017,1906.949908199585
FDZ39,OUT010,377.3583843342167
NCJ19,OUT017,944.493544286529
FDU01,OUT035,3171.9841329978576
FDT12,OUT035,3720.124573151725
NCM18,OUT018,801.8684435391074
FDP19,OUT017,2081.2367108418634
NCR42,OUT049,734.2402486231003
FDN10,OUT046,1906.949908199585
FDG44,OUT017,944.493544286529
FDQ10,OUT046,2893.8005924161653
DRH13,OUT049,1649.6859888075267
FDT52,OUT013,3939.3368412068594
FDM56,OUT045,1727.8812851712037
NCO43,OUT010,377.3583843342167
NCV29,OUT035,2922.1510982759964
NCF06,OUT013,4213.416690613829
FDO50,OUT035,1430.4826129656087
FDT59,OUT013,3831.9448212795082
FDX40,OUT027,1120.3144060783532
FDE50,OUT017,3152.489667431821
FDX51,OUT017,3152.489667431821
NCD30,OUT018,1475.777622377167
FDK15,OUT013,1649.6859888075267
FDL12,OUT045,959.8755176583728
FDK46,OUT017,3971.5906153757937
DRH49,OUT010,358.6995698588691
FDQ57,OUT046,2436.98720489049
FDY59,OUT017,1426.496112224635
FDO09,OUT018,3540.478871549079
NCG30,OUT035,2100.7311764079
FDM09,OUT017,2799.206775268036
NCN17,OUT027,2625.8294903024207
NCS42,OUT013,1410.9881473995717
FDD02,OUT019,415.01386728707575
FDE34,OUT013,3201.8919199910342
FDU38,OUT045,3143.6336271380264
FDB33,OUT046,2507.499943914656
NCJ29,OUT017,1382.0228225538744
FDZ27,OUT035,843.1957508100262
FDI40,OUT013,1649.6859888075267
FDG22,OUT013,734.2402486231003
FDT51,OUT017,1736.7373254649983
FDF20,OUT018,2882.781692451829
FDV50,OUT035,2100.7311764079
FDT02,OUT049,734.2402486231003
DRC49,OUT017,2436.98720489049
FDF26,OUT049,2436.98720489049
FDV52,OUT035,1873.7674173997427
FDX59,OUT049,734.2402486231003
FDV25,OUT035,3511.267801532238
FDW23,OUT027,1133.0056730115796
FDE53,OUT018,1491.6789146882613
FDA19,OUT017,2139.8778767081476
FDH22,OUT046,2081.2367108418634
NCO41,OUT013,1546.2439349881388
FDX12,OUT017,3939.3368412068594
FDF17,OUT013,3143.6336271380264
FDS11,OUT045,3700.6301075856886
FDR51,OUT035,2456.4816704565264
FDT49,OUT010,377.3583843342167
FDC56,OUT013,2000.8200661516416
FDR13,OUT027,3019.764419556127
FDQ60,OUT035,2020.3145317176786
FDN38,OUT049,3949.472081356958
NCL29,OUT013,2498.6439036208612
FDO13,OUT027,4343.825799964666
FDE26,OUT018,2233.817924870592
FDA31,OUT010,454.5076237608313
FDX14,OUT035,1206.567526906214
FDA34,OUT045,2902.65663270996
FDF26,OUT013,2436.98720489049
FDE38,OUT045,2799.206775268036
DRI11,OUT046,1906.949908199585
FDQ60,OUT027,3019.764419556127
FDL21,OUT027,1141.8617133053742
DRC12,OUT027,5065.59197909745
FDC47,OUT046,3829.7929247804027
FDE57,OUT045,2139.8778767081476
FDT14,OUT045,2000.8200661516416
NCZ53,OUT046,3143.6336271380264
FDE28,OUT018,3381.5319693179663
FDR19,OUT035,2456.4816704565264
NCF54,OUT019,454.5076237608313
FDZ08,OUT046,1344.6252587103143
NCJ05,OUT018,2233.817924870592
FDF59,OUT046,2081.2367108418634
NCO05,OUT035,1669.1804543735636
FDW24,OUT018,656.8381708309288
NCX42,OUT018,2581.3540273839653
NCA53,OUT035,843.1957508100262
FDI45,OUT019,454.5076237608313
FDG46,OUT046,1906.949908199585
FDM20,OUT010,772.1470940814008
FDW11,OUT010,181.2131902778706
FDX08,OUT035,2922.1510982759964
NCK17,OUT035,766.4259811223639
FDK32,OUT018,2233.817924870592
NCA42,OUT035,2622.126419384764
DRI01,OUT035,2913.295057982202
NCL55,OUT049,3980.4466556695884
DRE25,OUT018,1379.3808205750788
FDD14,OUT017,3082.1006304783527
FDB10,OUT046,3856.722037451801
DRN11,OUT035,2456.4816704565264
FDP38,OUT018,656.8381708309288
NCA30,OUT017,3143.6336271380264
FDT15,OUT017,3143.6336271380264
NCP55,OUT018,795.3425104610583
FDF12,OUT035,2456.4816704565264
FDM21,OUT018,3583.4065685193164
FDX56,OUT035,3496.590640276565
FDF10,OUT017,2436.98720489049
FDT32,OUT045,3143.6336271380264
FDM51,OUT018,1491.6789146882613
NCR50,OUT018,3184.0525059626584
FDI19,OUT049,3939.3368412068594
FDX21,OUT017,1649.6859888075267
FDR31,OUT035,2456.4816704565264
FDY02,OUT013,3972.0772503196454
NCA29,OUT045,2902.65663270996
NCX17,OUT046,3739.437250307204
FDM12,OUT045,3143.6336271380264
FDI53,OUT027,4078.525151992202
NCU30,OUT049,2710.3793561033
FDC56,OUT027,3214.6622947398682
FDK27,OUT018,1886.9234711157574
NCK18,OUT017,2808.0628155618306
FDB52,OUT019,657.2262874779082
DRG25,OUT027,5450.115881890868
FDZ13,OUT049,832.3184539321687
FDB57,OUT019,588.6558276209553
FDR40,OUT046,1353.481299004109
NCO14,OUT019,81.73545122290376
NCN19,OUT045,3152.489667431821
FDQ28,OUT019,407.4735658353978
FDO13,OUT018,2498.354035789607
FDK48,OUT013,1295.4450921404198
FDU07,OUT018,2233.817924870592
FDW20,OUT046,2028.5597544759826
FDV12,OUT010,377.3583843342167
FDH24,OUT013,2549.9549974528486
FDV59,OUT049,3427.39834911967
FDK57,OUT045,2000.8200661516416
FDL16,OUT027,1218.580337966426
NCQ17,OUT046,2448.019160948299
FDJ15,OUT018,4281.13588197917
FDX24,OUT049,1435.3521525184296
FDT47,OUT046,1546.2439349881388
FDT10,OUT049,959.8755176583728
FDZ37,OUT018,1232.8717887284038
FDW43,OUT027,5952.36550872996
DRN36,OUT017,1537.3878946943441
FDJ14,OUT045,1286.5890518466251
FDA32,OUT013,3427.39834911967
FDJ38,OUT019,506.9310404602398
FDQ57,OUT017,2445.8432451842846
NCQ41,OUT019,515.7870807540343
FDG56,OUT049,959.8755176583728
DRC13,OUT027,3214.6622947398682
FDV55,OUT035,2456.4816704565264
FDQ49,OUT045,2507.499943914656
FDE29,OUT010,181.2131902778706
FDR03,OUT013,3485.952215004323
FDD45,OUT049,1435.3521525184296
FDN38,OUT010,711.3587011968756
FDT56,OUT046,944.493544286529
FDT48,OUT045,3143.6336271380264
FDU03,OUT049,2893.8005924161653
FDC56,OUT010,415.01386728707575
NCO43,OUT027,2625.8294903024207
FDQ27,OUT017,1649.6859888075267
FDR03,OUT046,3485.952215004323
DRH23,OUT010,165.83121690602687
FDG22,OUT045,746.931515556327
NCJ42,OUT013,1658.5420291013213
FDR24,OUT046,1410.9881473995717
FDW60,OUT035,2922.1510982759964
FDJ08,OUT013,3143.6336271380264
DRL59,OUT018,683.1674201066977
FDG60,OUT010,608.6502243945375
FDW27,OUT017,2456.8752012420937
FDX14,OUT018,1128.5819777273598
FDC20,OUT013,944.493544286529
NCS29,OUT018,3606.011737482004
FDJ56,OUT046,1649.6859888075267
FDB20,OUT019,345.30770067389824
FDL28,OUT027,5943.509468436166
FDW01,OUT018,2233.817924870592
FDL03,OUT046,3143.6336271380264
FDX22,OUT049,3485.952215004323
FDJ21,OUT035,2565.640834278596
FDR31,OUT045,2436.98720489049
FDG21,OUT035,2615.762792550064
FDS22,OUT027,1141.8617133053742
FDK08,OUT035,1669.1804543735636
FDE17,OUT018,2233.817924870592
NCN30,OUT017,1546.2439349881388
FDT50,OUT046,1537.3878946943441
NCX42,OUT049,2611.4879941125223
FDJ12,OUT035,3496.590640276565
NCA18,OUT027,3019.764419556127
FDP23,OUT019,568.3816517031971
FDX12,OUT013,3948.192881500654
FDN40,OUT018,2233.817924870592
FDV48,OUT035,1306.083517412662
NCY54,OUT013,2893.8005924161653
FDL16,OUT010,107.0385704940823
FDR45,OUT018,5077.729154828749
FDJ52,OUT046,2611.4879941125223
DRG01,OUT017,1286.5890518466251
FDP52,OUT013,3823.0887809857136
FDU58,OUT017,3143.6336271380264
FDL02,OUT045,1649.6859888075267
FDG28,OUT013,3667.7775688473757
FDA19,OUT035,2100.7311764079
FDW46,OUT027,1915.373220739209
NCD43,OUT049,1658.5420291013213
DRG39,OUT013,832.3184539321687
NCF55,OUT049,743.096288916895
FDJ07,OUT046,1915.8059484933797
FDE08,OUT046,2436.98720489049
FDP56,OUT019,107.0385704940823
FDT45,OUT045,888.8411980786464
FDF17,OUT018,2882.781692451829
FDX44,OUT046,1382.0228225538744
FDM28,OUT027,4634.488179458764
FDI36,OUT049,3143.6336271380264
FDS07,OUT045,1906.949908199585
FDD36,OUT045,1915.8059484933797
FDW11,OUT046,959.8755176583728
FDN40,OUT049,2436.98720489049
NCQ18,OUT049,1537.3878946943441
NCQ54,OUT017,2808.0628155618306
NCS42,OUT045,1410.9881473995717
DRH39,OUT010,283.77470401422437
FDC09,OUT027,2625.8294903024207
FDT08,OUT010,407.4735658353978
FDC08,OUT035,3728.98061344552
FDT20,OUT017,734.2402486231003
FDS35,OUT035,1070.4389210870852
FDX58,OUT018,2941.0399853048366
FDW58,OUT046,1597.0090324416474
DRD27,OUT046,1658.5420291013213
FDH32,OUT019,388.0150824102118
FDS26,OUT035,3991.571715885682
FDQ31,OUT046,1382.0228225538744
FDP11,OUT018,3095.1627715292716
FDD58,OUT017,1649.6859888075267
FDM33,OUT045,3405.279815100834
FDZ16,OUT049,3143.6336271380264
NCS29,OUT010,761.3961276533079
NCM18,OUT019,181.2131902778706
FDP11,OUT049,3427.39834911967
NCC42,OUT017,2139.8778767081476
DRM23,OUT046,2893.8005924161653
NCN55,OUT027,6002.319245002104
FDK46,OUT013,3971.5906153757937
FDR01,OUT046,3143.6336271380264
NCA05,OUT045,2375.454208230816
NCP43,OUT017,2893.8005924161653
FDR12,OUT010,426.25003638200207
FDQ01,OUT013,3906.057749442869
FDM13,OUT046,2139.8778767081476
FDQ19,OUT017,3975.702182621189
FDK56,OUT019,506.9310404602398
NCX06,OUT010,565.1893333132476
FDO56,OUT027,3019.764419556127
FDU45,OUT045,1906.949908199585
FDI16,OUT019,165.83121690602687
FDL32,OUT046,1906.949908199585
FDA07,OUT046,2081.2367108418634
FDA14,OUT045,2436.98720489049
FDV46,OUT027,3220.6078300781974
NCO07,OUT035,3455.748854979501
NCP41,OUT046,1658.5420291013213
FDY60,OUT018,1936.708596688247
FDN38,OUT017,3949.472081356958
FDO15,OUT046,1195.9291016339716
FDT60,OUT013,2081.2367108418634
FDA55,OUT035,3720.124573151725
FDE02,OUT010,388.0150824102118
DRJ39,OUT049,3491.7733359662016
FDV34,OUT035,1088.5823131173431
FDS20,OUT027,5065.59197909745
FDF02,OUT027,2625.8294903024207
FDW40,OUT017,2139.8778767081476
NCB43,OUT046,3143.6336271380264
FDR58,OUT017,1410.9881473995717
DRJ59,OUT035,775.2820214161585
NCD30,OUT017,1649.6859888075267
FDE14,OUT017,1537.3878946943441
FDC28,OUT018,1491.6789146882613
FDU16,OUT018,1186.618184591049
NCD19,OUT035,972.8440501463605
FDU21,OUT046,734.2402486231003
FDV59,OUT027,5413.785027688866
FDU03,OUT045,3210.747960284829
FDC33,OUT010,566.5238680304152
NCR42,OUT035,753.7347141891372
DRH59,OUT035,1206.567526906214
NCM31,OUT035,2168.2283825679788
FDS50,OUT035,3543.5611086300023
FDP39,OUT046,832.3184539321687
FDQ55,OUT013,1915.8059484933797
FDV36,OUT019,403.2754726385747
FDI05,OUT027,2218.292853634773
FDS45,OUT027,2625.8294903024207
FDA39,OUT045,755.7875558501216
FDC37,OUT010,390.43545852976786
FDJ60,OUT027,4355.221361131776
DRQ35,OUT046,2081.2367108418634
NCJ06,OUT046,2000.8200661516416
NCY42,OUT018,2242.6739651643866
DRM37,OUT049,3251.4288512079124
FDR14,OUT045,832.3184539321687
FDE51,OUT049,759.1162005530146
FDT33,OUT017,2799.206775268036
FDR08,OUT013,1906.949908199585
FDE36,OUT010,713.9857484002961
FDL22,OUT019,413.52194500135965
FDR44,OUT013,2139.8778767081476
FDI56,OUT019,413.52194500135965
FDE47,OUT010,421.4632404042411
FDV27,OUT010,413.52194500135965
FDV10,OUT049,746.931515556327
FDC40,OUT045,1286.5890518466251
NCX41,OUT013,3485.952215004323
NCQ38,OUT027,2634.6855305962154
FDV12,OUT027,2625.8294903024207
FDE52,OUT017,1382.0228225538744
FDG20,OUT027,4634.488179458764
FDV16,OUT027,1120.3144060783532
FDI32,OUT017,1906.949908199585
FDJ32,OUT049,968.7315579521675
FDN39,OUT018,2572.4979870901707
FDY34,OUT017,2808.0628155618306
FDC14,OUT035,766.4259811223639
FDA55,OUT017,3700.6301075856886
FDZ50,OUT010,565.1893333132476
DRG13,OUT049,2701.523315809505
FDP01,OUT013,2375.454208230816
NCG54,OUT017,2893.8005924161653
FDM13,OUT045,2139.8778767081476
NCO18,OUT027,4634.488179458764
NCW41,OUT013,2456.8752012420937
FDM52,OUT027,3733.2266788133475
NCF55,OUT035,762.5907544829319
FDT09,OUT046,2148.7339170019422
NCM19,OUT035,1747.3757507372407
FDW12,OUT018,2242.6739651643866
FDP15,OUT019,898.0728045955444
FDK36,OUT045,823.7012852439893
FDZ25,OUT035,2913.295057982202
NCW06,OUT049,3143.6336271380264
FDW60,OUT046,2902.65663270996
DRC49,OUT013,2436.98720489049
NCT17,OUT035,3163.128092704063
NCN06,OUT018,2498.354035789607
FDC45,OUT013,2893.8005924161653
DRJ47,OUT019,454.5076237608313
NCF06,OUT045,3636.9870700481592
FDE21,OUT010,415.01386728707575
DRG27,OUT013,746.931515556327
FDW40,OUT049,2139.8778767081476
NCO53,OUT046,3143.6336271380264
FDE23,OUT049,759.1162005530146
FDQ16,OUT046,1649.6859888075267
FDS26,OUT045,4182.442116301198
FDZ13,OUT010,107.0385704940823
FDS14,OUT049,2448.019160948299
FDC10,OUT045,1906.949908199585
FDY16,OUT049,3152.489667431821
FDJ20,OUT035,2039.198179748225
FDV43,OUT035,766.4259811223639
FDZ32,OUT027,2625.8294903024207
FDR23,OUT046,2893.8005924161653
FDN24,OUT035,908.3356636446832
FDE34,OUT027,5123.850271950459
FDU31,OUT013,3427.39834911967
FDW33,OUT018,1491.6789146882613
FDU26,OUT046,1906.949908199585
FDE20,OUT027,4364.07740142557
NCW05,OUT035,1874.327974371104
FDB22,OUT018,2242.6739651643866
FDO56,OUT046,1906.949908199585
FDA19,OUT027,3211.7517897844027
DRI39,OUT045,944.493544286529
FDH52,OUT018,801.8684435391074
FDZ50,OUT035,3221.3863855570708
NCN42,OUT035,2465.337710750321
FDB53,OUT013,2436.98720489049
DRG11,OUT017,1649.6859888075267
DRK11,OUT027,3742.082719107142
FDQ60,OUT017,2081.2367108418634
FDT36,OUT017,734.2402486231003
DRG25,OUT018,3267.305595245246
DRJ23,OUT046,3143.6336271380264
FDG05,OUT035,2622.126419384764
NCK06,OUT018,1886.9234711157574
FDU52,OUT017,2436.98720489049
FDW07,OUT018,1224.0157484346091
NCM17,OUT045,759.1162005530146
FDA22,OUT045,2799.206775268036
NCA41,OUT018,2882.781692451829
FDF38,OUT035,766.4259811223639
FDH52,OUT046,959.8755176583728
FDY58,OUT019,588.6558276209553
FDZ16,OUT045,3143.6336271380264
NCM18,OUT017,959.8755176583728
FDA22,OUT018,2572.4979870901707
NCJ43,OUT035,2913.295057982202
FDI34,OUT027,5921.390934417329
FDG56,OUT046,959.8755176583728
FDS34,OUT046,1906.949908199585
DRC01,OUT035,843.1957508100262
FDQ04,OUT035,766.4259811223639
FDK04,OUT035,963.9880098525658
FDT51,OUT049,1736.7373254649983
FDV26,OUT017,3143.6336271380264
FDS04,OUT049,2139.8778767081476
FDW43,OUT018,3412.5065436305968
FDQ28,OUT010,407.4735658353978
NCK06,OUT017,2090.092751135658
FDS23,OUT018,1936.708596688247
FDZ36,OUT019,506.9310404602398
FDE56,OUT018,801.8684435391074
FDW10,OUT027,4643.344219752558
NCN14,OUT045,3143.6336271380264
NCQ18,OUT045,1633.7846964964324
FDW08,OUT017,1658.5420291013213
FDU43,OUT035,3800.9782391072213
FDR33,OUT010,390.43545852976786
FDM24,OUT010,407.4735658353978
NCZ05,OUT046,1649.6859888075267
NCV41,OUT035,1935.3004140594167
FDV11,OUT018,2627.2410635016436
NCY05,OUT035,753.7347141891372
FDV44,OUT018,2765.9564579441108
FDW32,OUT049,1344.6252587103143
NCU18,OUT027,3211.7517897844027
NCC43,OUT035,4033.5808808070237
FDW19,OUT013,1727.8812851712037
FDN31,OUT035,3163.128092704063
FDI48,OUT045,814.8452449501947
FDS24,OUT017,1349.4551507398978
FDF46,OUT049,1915.8059484933797
DRG23,OUT017,2436.98720489049
FDG14,OUT018,2233.817924870592
NCY30,OUT049,2893.8005924161653
FDO28,OUT018,1886.9234711157574
DRD24,OUT035,2159.372342274184
FDI33,OUT049,1410.9881473995717
FDN32,OUT046,3152.489667431821
FDR16,OUT045,4982.6627154985445
FDF26,OUT046,2436.98720489049
NCN29,OUT018,665.6942111247234
FDE20,OUT045,2808.0628155618306
FDA46,OUT046,3143.6336271380264
FDU28,OUT045,3143.6336271380264
FDQ48,OUT045,1649.6859888075267
FDV36,OUT013,2090.092751135658
FDR14,OUT018,730.8341239593809
FDP23,OUT017,3427.39834911967
FDP56,OUT013,814.8452449501947
FDK48,OUT010,345.30770067389824
FDR48,OUT046,2436.98720489049
NCY29,OUT049,944.493544286529
FDM22,OUT018,730.8341239593809
DRJ01,OUT013,2304.6873167583594
FDZ43,OUT045,3966.8461423273943
FDV03,OUT035,2456.4816704565264
FDX11,OUT027,5123.850271950459
NCA41,OUT027,5065.59197909745
FDE38,OUT017,2799.206775268036
FDI27,OUT018,656.8381708309288
FDN32,OUT013,3152.489667431821
NCN43,OUT017,2090.092751135658
FDB47,OUT027,5463.482853279724
FDV03,OUT017,2448.019160948299
NCN30,OUT045,1642.640736790227
NCV54,OUT010,394.82452994665846
FDV07,OUT013,1649.6859888075267
FDP07,OUT049,3143.6336271380264
FDK48,OUT018,902.2247331382455
FDM15,OUT019,407.4735658353978
FDY19,OUT027,3019.764419556127
FDK46,OUT046,3971.5906153757937
FDY11,OUT045,1050.9444555210482
FDH09,OUT046,832.3184539321687
FDO08,OUT027,4343.825799964666
FDU14,OUT013,3971.5906153757937
FDD22,OUT027,3019.764419556127
FDM27,OUT017,2498.6439036208612
FDL02,OUT027,2625.8294903024207
NCA17,OUT035,2465.337710750321
FDE38,OUT019,492.9952523515167
NCG07,OUT049,3143.6336271380264
DRC27,OUT013,3307.2957162730704
FDA27,OUT035,3991.0850809418303
FDW40,OUT045,2139.8778767081476
DRI11,OUT013,1906.949908199585
FDN50,OUT046,1537.3878946943441
FDR12,OUT046,2893.8005924161653
FDT34,OUT027,2625.8294903024207
FDW11,OUT035,979.3699832244097
NCO30,OUT027,5074.448019391245
FDZ34,OUT017,3655.224234463016
FDU45,OUT017,1906.949908199585
NCD42,OUT035,762.5907544829319
FDX25,OUT045,2893.8005924161653
NCR29,OUT046,944.493544286529
FDX43,OUT019,435.10607667579666
FDB04,OUT010,407.64656973652495
FDR49,OUT027,1338.8320250585227
FDS39,OUT018,1945.5646369820417
FDW58,OUT045,1597.0090324416474
FDG22,OUT019,56.85949929298972
FDG31,OUT017,959.8755176583728
NCV53,OUT027,6011.175285295899
DRJ37,OUT035,2456.4816704565264
FDV07,OUT035,1747.3757507372407
FDW52,OUT018,2572.4979870901707
FDT15,OUT045,3143.6336271380264
FDD02,OUT018,1732.5134011884816
FDM16,OUT035,1079.7262728235485
NCE55,OUT046,2893.8005924161653
FDB57,OUT018,3108.5209605041496
FDQ04,OUT013,746.931515556327
FDQ47,OUT019,56.85949929298972
FDY14,OUT019,905.0802993224032
DRK37,OUT017,3273.9064726966503
FDO25,OUT017,3405.279815100834
FDL57,OUT046,4451.597715334053
NCK29,OUT018,1878.0674308219627
FDK46,OUT027,6259.455055943762
NCB43,OUT010,506.9310404602398
DRE01,OUT027,5980.2007109832675
FDC46,OUT018,2882.781692451829
FDQ23,OUT045,1649.6859888075267
FDX38,OUT049,814.8452449501947
FDG60,OUT018,3437.2837598028896
FDW55,OUT017,3975.702182621189
FDP39,OUT013,814.8452449501947
FDB20,OUT018,1128.5819777273598
FDV21,OUT017,2081.2367108418634
FDZ02,OUT013,1537.3878946943441
FDP19,OUT027,3214.6622947398682
FDA38,OUT035,3958.831306772896
FDH22,OUT045,2081.2367108418634
DRM11,OUT045,3994.195784338481
FDO12,OUT027,5074.448019391245
FDT14,OUT049,2000.8200661516416
FDW34,OUT010,744.6377929608661
FDG04,OUT027,5074.448019391245
FDW59,OUT018,1232.8717887284038
FDR33,OUT018,1491.6789146882613
FDP32,OUT013,2090.092751135658
FDL13,OUT027,5943.509468436166
FDD22,OUT013,1906.949908199585
FDV40,OUT027,1924.2292610330037
NCD55,OUT046,746.931515556327
FDQ20,OUT010,69.55076622621625
FDD28,OUT045,944.493544286529
FDC39,OUT045,3405.279815100834
NCR17,OUT049,1906.949908199585
DRO35,OUT018,1732.5134011884816
FDF40,OUT049,3980.4466556695884
FDR31,OUT018,2233.817924870592
NCQ41,OUT017,3152.489667431821
FDP38,OUT046,814.8452449501947
NCU54,OUT027,5391.666493670029
FDG22,OUT018,576.2331745038347
DRK59,OUT013,3473.2742882149228
FDC37,OUT046,1649.6859888075267
NCO42,OUT013,2375.454208230816
NCT42,OUT017,2436.98720489049
FDX27,OUT035,1504.2054038945018
FDV40,OUT018,911.0807734320401
FDT45,OUT027,1706.0697019231056
FDS47,OUT019,407.64656973652495
FDR45,OUT035,5485.407667251266
FDB03,OUT045,3917.2183071880236
FDO49,OUT035,851.8129194982056
FDU60,OUT027,4355.221361131776
FDB26,OUT018,674.311379812903
FDB46,OUT017,3405.279815100834
FDQ37,OUT019,1578.2516650122095
FDN03,OUT017,3980.4466556695884
NCX30,OUT045,3971.5906153757937
FDK32,OUT019,407.4735658353978
DRM47,OUT013,3143.6336271380264
NCO02,OUT046,1050.9444555210482
FDP04,OUT013,1059.8004958148429
NCO43,OUT049,1649.6859888075267
FDD59,OUT013,1344.6252587103143
FDQ10,OUT017,2893.8005924161653
FDW45,OUT035,2456.4816704565264
NCK30,OUT049,3971.5906153757937
FDU31,OUT018,3095.1627715292716
NCQ17,OUT019,407.4735658353978
FDN01,OUT017,2893.8005924161653
FDZ19,OUT049,2893.8005924161653
DRG37,OUT017,2456.8752012420937
FDE32,OUT045,672.7072519634264
FDO34,OUT049,2799.206775268036
FDM04,OUT019,115.89461078787689
